file,status,time_taken,max_memory_mb,timed_out,exit_reason,last_err_line,problem_name,verified,theorem_size
AndOrXor_2264_values_0.bwlang,SUCCESS,0.32,45.18359375,False,,[2026-04-27T22:08:54Z INFO  parabit] Reducing size,AndOrXor_2264_values_0,True,138
muldivrem_229_values_0.bwlang,SUCCESS,0.0,4.875,False,,[2026-04-27T22:08:55Z INFO  parabit] Reducing size,muldivrem_229_values_0,True,21
AddSub_1560_values_0.bwlang,SUCCESS,0.0,4.25,False,,[2026-04-27T22:08:55Z INFO  parabit] Reducing size,AddSub_1560_values_0,True,20
AndOrXor_2113_values_0.bwlang,SUCCESS,0.01,5.5,False,,[2026-04-27T22:08:55Z INFO  parabit] Reducing size,AndOrXor_2113_values_0,True,61
AndOrXor_2297_values_0.bwlang,SUCCESS,0.04,7.74609375,False,,[2026-04-27T22:08:55Z INFO  parabit] Reducing size,AndOrXor_2297_values_0,True,59
AddSub_1539_2_values_0.bwlang,SUCCESS,0.0,4.25,False,,[2026-04-27T22:08:55Z INFO  parabit] Reducing size,AddSub_1539_2_values_0,True,17
AndOrXor_2475_values_0.bwlang,SUCCESS,220.21,3500.890625,False,,[2026-04-27T22:09:36Z INFO  parabit] Reducing size,AndOrXor_2475_values_0,True,531
AndOrXor_2647_values_0.bwlang,FAILED,48.71,8184.91015625,False,memory,Command terminated by signal 6,AndOrXor_2647_values_0,,
AndOrXor_2265_values_0.bwlang,SUCCESS,4.76,559.97265625,False,,[2026-04-27T22:09:47Z INFO  parabit] Reducing size,AndOrXor_2265_values_0,True,794
AndOrXor_2607_values_0.bwlang,SUCCESS,0.85,100.125,False,,[2026-04-27T22:09:49Z INFO  parabit] Reducing size,AndOrXor_2607_values_0,True,3625
AndOrXor_1207_values_0.bwlang,SUCCESS,0.1,15.0078125,False,,[2026-04-27T22:09:50Z INFO  parabit] Reducing size,AndOrXor_1207_values_0,True,144
AddSub_1164_values_0.bwlang,SUCCESS,0.0,4.125,False,,[2026-04-27T22:09:50Z INFO  parabit] Reducing size,AddSub_1164_values_0,True,18
AndOrXor_1280_values_0.bwlang,SUCCESS,0.01,5.75,False,,[2026-04-27T22:09:50Z INFO  parabit] Reducing size,AndOrXor_1280_values_0,True,22
AndOrXor_2595_values_0.bwlang,SUCCESS,0.05,9.6640625,False,,[2026-04-27T22:09:50Z INFO  parabit] Reducing size,AndOrXor_2595_values_0,True,255
AndOrXor_2231_values_0.bwlang,FAILED,199.6,7848.296875,False,memory,Command terminated by signal 6,AndOrXor_2231_values_0,,
