file,status,time_taken,max_memory_mb,timed_out,last_err_line,problem_name,verified,theorem_size
opt_30.bwlang,SUCCESS,0.01,5.25,False,[2026-04-16T11:58:38Z INFO  parabit] Reducing size,hydra_opt_30,True,52
opt_2837.bwlang,SUCCESS,0.01,4.375,False,[2026-04-16T11:58:38Z INFO  parabit] Reducing size,hydra_opt_2837,True,16
opt_386.bwlang,SUCCESS,0.01,4.25,False,[2026-04-16T11:58:38Z INFO  parabit] Reducing size,hydra_opt_386,True,21
opt_36.bwlang,SUCCESS,0.01,4.75,False,[2026-04-16T11:58:39Z INFO  parabit] Reducing size,hydra_opt_36,True,21
opt_781.bwlang,FAILED,20.08,6933.8828125,False,Command terminated by signal 6,hydra_opt_781,True,
opt_2751.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T11:58:47Z INFO  parabit] Reducing size,hydra_opt_2751,True,15
opt_64.bwlang,SUCCESS,0.01,4.875,False,[2026-04-16T11:58:47Z INFO  parabit] Reducing size,hydra_opt_64,True,32
opt_2784.bwlang,SUCCESS,0.0,4.375,False,[2026-04-16T11:58:47Z INFO  parabit] Reducing size,hydra_opt_2784,True,24
opt_1097.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T11:58:47Z INFO  parabit] Reducing size,hydra_opt_1097,True,18
opt_1150.bwlang,FAILED,14.33,7009.703125,False,Command terminated by signal 6,hydra_opt_1150,True,
opt_2712.bwlang,SUCCESS,0.01,4.25,False,[2026-04-16T11:58:53Z INFO  parabit] Reducing size,hydra_opt_2712,True,15
opt_2744.bwlang,SUCCESS,0.0,4.0,False,[2026-04-16T11:58:53Z INFO  parabit] Reducing size,hydra_opt_2744,True,10
opt_256.bwlang,SUCCESS,0.09,15.2109375,False,[2026-04-16T11:58:53Z INFO  parabit] Reducing size,hydra_opt_256,True,99
opt_1099.bwlang,FAILED,45.79,5779.640625,False,Command terminated by signal 6,hydra_opt_1099,True,
opt_862.bwlang,FAILED,10.49,6885.84375,False,Command terminated by signal 6,hydra_opt_862,True,
opt_2825.bwlang,SUCCESS,0.04,7.5859375,False,[2026-04-16T11:59:50Z INFO  parabit] Reducing size,hydra_opt_2825,True,44
opt_310.bwlang,FAILED,23.44,7202.4296875,False,Command terminated by signal 6,hydra_opt_310,True,
opt_2791.bwlang,FAILED,123.21,7132.9609375,False,Command terminated by signal 6,hydra_opt_2791,True,
opt_2438.bwlang,FAILED,0.01,4.375,False,Command exited with non-zero status 1,hydra_opt_2438,True,
opt_1116.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T12:00:30Z INFO  parabit] Reducing size,hydra_opt_1116,True,18
opt_2731.bwlang,SUCCESS,0.0,4.0,False,[2026-04-16T12:00:30Z INFO  parabit] Reducing size,hydra_opt_2731,True,15
opt_2793.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T12:00:30Z INFO  parabit] Reducing size,hydra_opt_2793,True,15
opt_2456.bwlang,FAILED,123.09,6955.08984375,False,Command terminated by signal 6,hydra_opt_2456,True,
opt_2748.bwlang,SUCCESS,0.0,4.375,False,[2026-04-16T12:00:50Z INFO  parabit] Reducing size,hydra_opt_2748,True,23
opt_2746.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T12:00:50Z INFO  parabit] Reducing size,hydra_opt_2746,True,14
opt_1232.bwlang,FAILED,87.24,5976.27734375,False,Command terminated by signal 6,hydra_opt_1232,True,
opt_2761.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T12:01:58Z INFO  parabit] Reducing size,hydra_opt_2761,True,16
opt_2889.bwlang,SUCCESS,0.01,4.375,False,[2026-04-16T12:01:58Z INFO  parabit] Reducing size,hydra_opt_2889,True,24
opt_2430.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T12:01:58Z INFO  parabit] Reducing size,hydra_opt_2430,True,19
opt_724.bwlang,FAILED,0.04,7.92578125,False,Command exited with non-zero status 1,hydra_opt_724,True,
opt_2778.bwlang,SUCCESS,0.01,4.625,False,[2026-04-16T12:01:58Z INFO  parabit] Reducing size,hydra_opt_2778,True,18
opt_2750.bwlang,SUCCESS,0.0,4.0,False,[2026-04-16T12:01:58Z INFO  parabit] Reducing size,hydra_opt_2750,True,15
opt_250.bwlang,SUCCESS,0.1,13.10546875,False,[2026-04-16T12:01:58Z INFO  parabit] Reducing size,hydra_opt_250,True,31
opt_2816.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T12:01:58Z INFO  parabit] Reducing size,hydra_opt_2816,True,10
opt_2806.bwlang,SUCCESS,0.01,4.5,False,[2026-04-16T12:01:59Z INFO  parabit] Reducing size,hydra_opt_2806,True,23
opt_2862.bwlang,SUCCESS,0.01,5.75,False,[2026-04-16T12:01:59Z INFO  parabit] Reducing size,hydra_opt_2862,True,26
opt_2852.bwlang,SUCCESS,0.0,4.0,False,[2026-04-16T12:01:59Z INFO  parabit] Reducing size,hydra_opt_2852,True,15
opt_2789.bwlang,SUCCESS,0.0,4.375,False,[2026-04-16T12:01:59Z INFO  parabit] Reducing size,hydra_opt_2789,True,16
opt_2763.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T12:01:59Z INFO  parabit] Reducing size,hydra_opt_2763,True,15
opt_37.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T12:01:59Z INFO  parabit] Reducing size,hydra_opt_37,True,17
opt_2824.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T12:01:59Z INFO  parabit] Reducing size,hydra_opt_2824,True,10
opt_2703.bwlang,FAILED,25.88,7266.140625,False,Command terminated by signal 6,hydra_opt_2703,True,
opt_293.bwlang,SUCCESS,0.01,4.875,False,[2026-04-16T12:02:25Z INFO  parabit] Reducing size,hydra_opt_293,True,31
opt_54.bwlang,SUCCESS,0.03,7.875,False,[2026-04-16T12:02:25Z INFO  parabit] Reducing size,hydra_opt_54,True,33
opt_263.bwlang,SUCCESS,0.03,11.078125,False,[2026-04-16T12:02:25Z INFO  parabit] Reducing size,hydra_opt_263,True,24
opt_57.bwlang,SUCCESS,0.07,17.08203125,False,[2026-04-16T12:02:26Z INFO  parabit] Reducing size,hydra_opt_57,True,32
opt_2770.bwlang,SUCCESS,0.05,11.65625,False,[2026-04-16T12:02:26Z INFO  parabit] Reducing size,hydra_opt_2770,True,51
opt_2873.bwlang,SUCCESS,0.01,4.5,False,[2026-04-16T12:02:26Z INFO  parabit] Reducing size,hydra_opt_2873,True,21
opt_2801.bwlang,SUCCESS,0.0,4.5,False,[2026-04-16T12:02:26Z INFO  parabit] Reducing size,hydra_opt_2801,True,18
opt_391.bwlang,SUCCESS,0.08,12.98828125,False,[2026-04-16T12:02:26Z INFO  parabit] Reducing size,hydra_opt_391,True,29
opt_2696.bwlang,FAILED,160.1,6628.5078125,False,Command terminated by signal 6,hydra_opt_2696,True,
opt_2846.bwlang,FAILED,168.81,7613.48828125,False,Command terminated by signal 6,hydra_opt_2846,True,
