file,status,time_taken,max_memory_mb,timed_out,last_err_line,problem_name,verified,theorem_size
opt_2840.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T11:58:26Z INFO  parabit] Reducing size,hydra_opt_2840,True,16
opt_1247.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T11:58:26Z INFO  parabit] Reducing size,hydra_opt_1247,True,10
opt_2895.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T11:58:26Z INFO  parabit] Reducing size,hydra_opt_2895,True,10
opt_288.bwlang,SUCCESS,0.0,4.625,False,[2026-04-16T11:58:26Z INFO  parabit] Reducing size,hydra_opt_288,True,20
opt_1003.bwlang,SUCCESS,0.0,4.375,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_1003,True,17
opt_2743.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_2743,True,14
opt_392.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_392,True,15
opt_1106.bwlang,SUCCESS,0.01,4.25,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_1106,True,29
opt_252.bwlang,SUCCESS,0.01,4.625,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_252,True,29
opt_1677.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_1677,True,22
opt_251.bwlang,SUCCESS,0.1,13.2421875,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_251,True,31
opt_2777.bwlang,SUCCESS,0.01,4.75,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_2777,True,21
opt_1295.bwlang,SUCCESS,0.0,4.25,False,[2026-04-16T11:58:27Z INFO  parabit] Reducing size,hydra_opt_1295,True,30
opt_1502.bwlang,FAILED,10.2,6379.140625,False,Command terminated by signal 6,hydra_opt_1502,True,
opt_625.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T11:58:38Z INFO  parabit] Reducing size,hydra_opt_625,True,15
opt_2695.bwlang,SUCCESS,0.0,4.375,False,[2026-04-16T11:58:38Z INFO  parabit] Reducing size,hydra_opt_2695,True,15
opt_2817.bwlang,SUCCESS,0.0,4.375,False,[2026-04-16T11:58:38Z INFO  parabit] Reducing size,hydra_opt_2817,True,22
opt_2626.bwlang,SUCCESS,0.0,4.125,False,[2026-04-16T11:58:38Z INFO  parabit] Reducing size,hydra_opt_2626,True,10
