file,status,time_taken,max_memory_mb,timed_out,exit_reason,last_err_line,problem_name,verified,theorem_size
unsigned_rounding_v1_to_v2.bwlang,SUCCESS,0.271176728,56.8046875,False,,"[2026-04-27T18:23:32Z INFO  parabit] Iteration 7: 14812 nodes, 3651 classes",unsigned_rounding_v1_to_v2,,
unsigned_rounding_v0_to_v2.bwlang,SUCCESS,0.255628639,56.62890625,False,,"[2026-04-27T18:23:32Z INFO  parabit] Iteration 7: 14522 nodes, 3588 classes",unsigned_rounding_v0_to_v2,,
equation_abc.bwlang,SUCCESS,0.275320583,75.40625,False,,"[2026-04-27T18:23:33Z INFO  parabit] Iteration 5: 17015 nodes, 7022 classes",equation_abc,,
abs_diff_shared_sub.bwlang,SUCCESS,0.293196735,66.04296875,False,,"[2026-04-27T18:23:35Z INFO  parabit] Iteration 7: 13918 nodes, 5509 classes",abs_diff_shared_sub,,
abs_diff_shared_sub_signed.bwlang,FAILED,60,4925.2578125,True,timeout,Command exited with non-zero status 124,abs_diff_shared_sub_signed,,
