file,status,time_taken,max_memory_mb,timed_out,exit_reason,last_err_line,problem_name,verified,theorem_size
opt_2789.bwlang,SUCCESS,0.001081474,4.25,False,,"[2026-04-27T18:22:44Z INFO  parabit] Iteration 2: 66 nodes, 35 classes",hydra_opt_2789,,
opt_2763.bwlang,SUCCESS,0.000964155,4.375,False,,"[2026-04-27T18:22:44Z INFO  parabit] Iteration 2: 77 nodes, 37 classes",hydra_opt_2763,,
opt_37.bwlang,SUCCESS,0.001116525,4.375,False,,"[2026-04-27T18:22:44Z INFO  parabit] Iteration 3: 99 nodes, 26 classes",hydra_opt_37,,
opt_2824.bwlang,SUCCESS,0.00102659,4.25,False,,"[2026-04-27T18:22:45Z INFO  parabit] Iteration 1: 27 nodes, 17 classes",hydra_opt_2824,,
opt_2703.bwlang,FAILED,21.7,7266.41015625,False,memory,Command terminated by signal 6,hydra_opt_2703,,
opt_293.bwlang,SUCCESS,0.002209044,4.625,False,,"[2026-04-27T18:23:07Z INFO  parabit] Iteration 3: 361 nodes, 145 classes",hydra_opt_293,,
opt_54.bwlang,SUCCESS,0.007453692,6.58984375,False,,"[2026-04-27T18:23:08Z INFO  parabit] Iteration 4: 1654 nodes, 624 classes",hydra_opt_54,,
opt_263.bwlang,SUCCESS,0.012194484,8.6640625,False,,"[2026-04-27T18:23:09Z INFO  parabit] Iteration 6: 2413 nodes, 730 classes",hydra_opt_263,,
opt_57.bwlang,SUCCESS,0.022816153,12.2421875,False,,"[2026-04-27T18:23:10Z INFO  parabit] Iteration 7: 4057 nodes, 1168 classes",hydra_opt_57,,
opt_2770.bwlang,SUCCESS,0.013352695,8.40234375,False,,"[2026-04-27T18:23:11Z INFO  parabit] Iteration 5: 2336 nodes, 764 classes",hydra_opt_2770,,
opt_2873.bwlang,SUCCESS,0.001632606,4.625,False,,"[2026-04-27T18:23:11Z INFO  parabit] Iteration 3: 239 nodes, 90 classes",hydra_opt_2873,,
opt_2801.bwlang,SUCCESS,0.002647742,4.625,False,,"[2026-04-27T18:23:11Z INFO  parabit] Iteration 4: 292 nodes, 117 classes",hydra_opt_2801,,
opt_391.bwlang,SUCCESS,0.020663964,9.296875,False,,"[2026-04-27T18:23:13Z INFO  parabit] Iteration 8: 4160 nodes, 1091 classes",hydra_opt_391,,
opt_2846.bwlang,FAILED,60,4128.3828125,True,timeout,Command exited with non-zero status 124,hydra_opt_2846,,
